0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
TRUE,TRUE,5,0,0,1,results,Results,Results,,Mass univariate analysis,Spatial features,,,,spatial_features,spatial features,spatial features,,,mass_univariate,0,,"Size of the analysis volume in voxels, mm",,,1,,,,,,,,,,,,,,
TRUE,TRUE,5,1,1,1,results,Results,Results,,Mass univariate analysis,Spatial features,Spatial smoothness of noise,,,spatial_smoothness_of_noise,spatial smoothness of noise,spatial smoothness of noise,,,mass_univariate,0,Noise smoothness for statistical inference (FWHM),This is the estimated smoothness used with Random Field Theory or a simulation-based inference method.,char,,1,,,,,,,,group_smoothness_fwhm,,fwefwhm,0,,,
TRUE,TRUE,5,1,1,1,results,Results,Results,,Mass univariate analysis,Spatial features,Resel count,,,resel_count,resel count,resel count,,,mass_univariate,0,Number of resels,,float,,1,,,,,,,,,,fweresel,0,,,
TRUE,FALSE,5,0,0,1,results,Results,Results,,Functional connectivity,ICA analyses,,,,ica_analyses,ica analyses,ica analyses,,,connectivity,0,,Report the total number of components (especially when estimated from the data and not fixed). Report the number of these analyzed and the reason for their selection,,,1,,,,,,,,,,,,,,
TRUE,TRUE,5,0,0,1,results,Results,Results,,Functional connectivity,Graph analyses,,,,graph_analyses,graph analyses,graph analyses,,,connectivity,0,,"For graph-based methods, carefully state what is the null hypothesis of the test and how the statistic distribution under the null is computed",,,1,,,,,,,,,,,,,,
TRUE,FALSE,5,0,0,1,results,Results,Results,,Multivariate modelling and predictive analysis,Optimised evaluation metrics,,,,optimised_evaluation_metrics,optimised evaluation metrics,optimised evaluation metrics,,,multivariate,0,,"Report the values obtained for the evaluation metrics chosen (see Evaluation Metrics, above), as well as any P­values to justify above­-chance performance",,,1,,,,,,,,,,,,,,
FALSE,FALSE,6,0,0,1,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,Material shared,,,,material_shared,material shared,material shared,,,,1,,List types of images and non­imaging data provided,char,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,1,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,Material shared,,,,material_shared,material shared,material shared,,,,1,,"Report on the completeness of the data (e.g., number of subjects where all types of imaging, demographic, and behavioral data is available)",char,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,1,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,URL DOI,,,,url_doi,url doi,url doi,,,,0,,Stable URL or DOI,char,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,1,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,"URL, access information",,,,"url,_access_information","url, access information","url, access information",,,,0,,"Specific instructions on how to gain access. Specifically mention whether application must be vetted for particular intended research use (e.g. to preclude multiple users investigating the same question), or whether a research collaboration must be established",char,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,1,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,access cost,,,,access_cost,access cost,access cost,,,,0,,Cost of access,char,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,1,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,Ethics compliance,,,,ethics_compliance,ethics compliance,ethics compliance,,,,0,,Confirm that the ethics board of the host institution generating the data approves the sharing of the data made available,char,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,1,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,Constraints on use,,,,constraints_on_use,constraints on use,constraints on use,,,,0,,"Clarify any constraints on uses of shared data, for example, whether users downloading the data also need ethics approval from their own institution",char,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,0,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,Documentation URL,,,,documentation_url,documentation url,documentation url,,,,0,,"Provide URL to documentation, and specify its scope (e.g. worked examples, white papers, etc.)",,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,1,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,Data format,,,,data_format,data format,data format,,,,0,,"Report the format of the image data shared, e.g. DICOM, MINC, NIFTI, etc.",dropdown,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,0,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,Ontologies,,,,ontologies,ontologies,ontologies,,,,0,,"Data organization structures, including Data Dictionaries and Schemas. Is the software using an established ontology?",char,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,0,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,Visualization,,,,visualization,visualization,visualization,,,,0,,Availability of in-resource visualization of the imaging or non­imaging data,boolean,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,0,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,De-identification,,,,de-identification,de-identification,de-identification,,,,0,,"How, if at all, data are de-identified",boolean,Can data be de-identified? hiw,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,0,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,Provenance and history,,,,provenance_and_history,provenance and history,provenance and history,,,,0,,Availability of detailed provenance of preprocessing and analysis of shared data,boolean,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,0,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,Interoperability,,,,interoperability,interoperability,interoperability,,,,0,,"Ability of a repository to work in a multi-database environment, availability of API’s and ability to connect to analysis pipelines",boolean,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,0,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,Querying,,,,querying,querying,querying,,,,0,,"Mechanisms available for constructing queries on the repository (e.g. SQL, SPARQL)",char,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,6,0,0,0,data_sharing,Data Sharing,Data Sharing,,Reporting a data sharing resource,Versioning,,,,versioning,versioning,versioning,,,,0,,How users can check version of downloaded data and compare it to the current version at a later time,char,,1,NA,NA,,,,,,,,,,,,
FALSE,FALSE,7,0,0,1,reproducibility,Reproducibility,Reproducibility,,Documentation,Tools used,,,,tools_used,tools used,tools used,,,,0,,"Tool names, versions, and URLs",char,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,7,0,0,1,reproducibility,Reproducibility,Reproducibility,,Documentation,Infrastructure,,,,infrastructure,infrastructure,infrastructure,,,,0,,"Machine CPU model, operating system version, any use of parallelization",char,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,7,0,0,0,reproducibility,Reproducibility,Reproducibility,,Documentation,Workflow,,,,workflow,workflow,workflow,,,,1,,"Use of a workflow system, its version and URL",char,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,7,0,0,0,reproducibility,Reproducibility,Reproducibility,,Documentation,Provenance trace,,,,provenance_trace,provenance trace,provenance trace,,,,0,,State whether detailed provenance information is available,boolean,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,7,0,0,0,reproducibility,Reproducibility,Reproducibility,,Documentation,Literate program implementing results,,,,literate_program_implementing_results,literate program implementing results,literate program implementing results,,,,0,,"Provide a URL linking to the relevant resource; for example, an ipython notebook implementing key analyses",char,,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,7,0,0,0,reproducibility,Reproducibility,Reproducibility,,Documentation,English language version,,,,english_language_version,english language version,english language version,,,,0,,"As the scientific lingua franca, documentation should be provided in English in addition to any other languages",boolean,Is the documentation provided in English?,1,NA,NA,,,,,,,,,,,,
TRUE,FALSE,7,0,0,0,reproducibility,Reproducibility,Reproducibility,,Archiving,Tools availability,,,,tools_availability,tools availability,tools availability,,,,0,,Note if tools are publically available,boolean,Are the tools publically available?,1,NA,NA,,,,,,,,,,,,
TRUE,TRUE,7,0,0,0,reproducibility,Reproducibility,Reproducibility,,Archiving,Virtual appliances,,,,virtual_appliances,virtual appliances,virtual appliances,,,,0,,Note if a virtual environment to facilitate a repeated analysis is available,boolean,Is a virtual environment to facilitate a repeated analysis available?,1,NA,NA,,,,,,,,,,,,
TRUE,FALSE,7,0,0,0,reproducibility,Reproducibility,Reproducibility,,Data,Data,,,,data,data,data,,,,0,???????,Provide permanent identifier if possible,char,,1,NA,NA,,,,,,,,,,,,
TRUE,FALSE,7,0,0,0,reproducibility,Reproducibility,Reproducibility,,Workflow,Workflow,,,,workflow,workflow,workflow,,,,1,,Provide permanent identifier if possible,char,,1,NA,NA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,
